Product Name,Brand,Date,Sales Quantity,Price,Original Price,Discount Percentage,Stock Level,Region,Category,Customer Rating,Review Count,Delivery Days,Seller,Is Weekend,Is Holiday
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-03,9,710,,,22,Самара,Книги,5.0,393,7,Адидас (Adidas),0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-25,11,124909,148705,16,44,Самара,Бытовая техника,4.7,362,5,РАО «Воронцова-Попова»,0,0
Футболка H&M premium,H&M,2025-03-14,30,1580,,,71,Москва,Одежда,4.5,565,5,"ИП «Муравьева, Ситников и Гусева»",0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-13,10,589,1129,48,336,Казань,Книги,4.9,586,2,Familia,0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-21,6,45549,,,296,Челябинск,Бытовая техника,4.8,283,3,АО «Андреев-Миронов»,0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-11,5,107660,,,472,Ростов-на-Дону,Электроника,4.5,631,5,Южуралзолото ГК,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-02,18,959,,,486,Нижний Новгород,Книги,4.8,363,7,Лига ставок,1,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-26,9,107035,,,368,Новосибирск,Электроника,4.6,243,2,НПО «Анисимов-Колобова»,0,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-02,12,125335,,,241,Самара,Электроника,4.8,610,5,АО «Баранова»,1,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-02,23,98240,,,104,Казань,Бытовая техника,4.6,432,5,Восточный экспресс банк,1,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-12,11,50590,53250,5,473,Челябинск,Электроника,4.5,593,2,АО «Кабанов Сысоева»,0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-06,14,24145,,,332,Казань,Бытовая техника,4.6,417,2,НПО «Федорова-Лукина»,0,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-08,69,595,,,133,Санкт-Петербург,Книги,5.0,535,5,ИП «Орлова-Галкина»,1,1
Футболка Befree оверсайз,Befree,2025-03-13,18,1070,,,85,Санкт-Петербург,Одежда,3.9,583,2,Модум-транс,0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-06,10,870,,,175,Уфа,Книги,4.5,237,2,РАО «Виноградов Семенов»,0,0
Платье Mango вечернее,Mango,2025-03-11,18,6565,,,424,Санкт-Петербург,Одежда,4.7,621,2,ООО «Быкова»,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-09,15,13415,,,277,Екатеринбург,Одежда,4.7,436,5,Аргос,1,0
Ноутбук Apple MacBook Pro 16,Apple,2025-03-06,23,203639,,,398,Санкт-Петербург,Электроника,4.8,642,5,"ООО «Хохлова, Зимин и Котов»",0,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-08,51,111210,,,115,Москва,Электроника,4.6,659,3,ООО «Миронов-Афанасьев»,1,1
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-23,21,915,,,429,Челябинск,Книги,5.0,332,5,Роберт Бош (Robert Bosch),1,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-07,15,13060,,,235,Самара,Одежда,4.6,288,5,"АО «Маслов, Кузьмин и Комарова»",0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-26,11,1150,,,455,Ростов-на-Дону,Книги,4.4,361,5,Газпром автоматизация,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-30,7,6899,11905,42,464,Ростов-на-Дону,Одежда,4.5,390,2,Нижнекамскнефтехим,1,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-29,18,134870,,,226,Екатеринбург,Электроника,4.6,235,5,НПО «Юдин Горбунова»,1,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-02,29,113839,,,178,Москва,Электроника,4.2,232,7,"ИП «Ермаков, Шарапова и Белова»",1,0
Умные часы Apple Watch Series 9,Apple,2025-03-12,29,36589,,,265,Москва,Электроника,4.5,654,2,ООО «Лукина-Сазонова»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-16,15,1105,,,390,Санкт-Петербург,Книги,4.6,627,3,РАО «Беляев Трофимова»,1,0
Джинсы Lee Rider,Lee,2025-03-06,12,6239,,,185,Ростов-на-Дону,Одежда,4.3,557,3,РАО «Исаева Петухов»,0,0
Кроссовки Puma RS-X,Puma,2025-03-24,19,8280,9000,8,340,Новосибирск,Одежда,4.2,616,2,Сегежа,0,0
Футболка Befree оверсайз,Befree,2025-03-07,7,490,990,50,227,Новосибирск,Одежда,4.2,574,2,"ИП «Носов, Молчанов и Зыков»",0,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-27,27,26649,51250,48,267,Санкт-Петербург,Бытовая техника,4.8,533,3,"ООО «Рогова, Носова и Казакова»",0,0
Футболка Zara базовая хлопковая,Zara,2025-03-14,13,1480,1575,6,390,Самара,Одежда,4.1,257,2,"НПО «Якушева, Терентьев и Лихачев»",0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-25,16,1270,,,306,Нижний Новгород,Книги,4.5,666,2,АО «Игнатов Беляева»,0,0
Наушники JBL Tour Pro 2,JBL,2025-03-06,8,18515,,,39,Казань,Электроника,4.5,275,3,РАО «Веселова Сорокин»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-10,9,1065,,,255,Челябинск,Книги,4.7,603,2,Прогресс,0,0
Джинсы Lee Rider,Lee,2025-03-09,10,8469,,,248,Новосибирск,Одежда,4.4,389,2,"ЗАО «Терентьева, Федоров и Тарасов»",1,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-17,10,8859,,,478,Нижний Новгород,Бытовая техника,4.2,430,2,Новосибирскэнергосбыт,0,0
Платье ASOS Design миди,ASOS,2025-03-01,8,3530,,,223,Ростов-на-Дону,Одежда,4.5,319,3,"ОАО «Дементьева, Шилова и Туров»",1,0
Наушники Sony WH-1000XM5,Sony,2025-03-29,24,36325,,,174,Екатеринбург,Электроника,4.6,646,2,ИП «Прохорова Исакова»,1,0
Джинсы Levi's 501 Original,Levi's,2025-03-25,4,7659,,,204,Уфа,Одежда,4.9,501,3,ЗАО «Молчанова Зиновьев»,0,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-06,15,143960,,,489,Санкт-Петербург,Электроника,4.8,262,3,ООО «Артемьева»,0,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-03,18,123289,,,478,Екатеринбург,Электроника,4.1,488,3,РАО «Пахомова Козлова»,0,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-31,12,51690,,,212,Самара,Бытовая техника,4.6,462,2,ОАО «Соловьев-Кондратьева»,0,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-17,7,6760,8159,17,500,Уфа,Бытовая техника,4.2,317,1,"ОАО «Соколова, Мамонтов и Лобанова»",0,0
Смартфон Apple iPhone 15 Pro,Apple,2025-03-30,23,95665,,,228,Новосибирск,Электроника,5.0,599,2,НПО «Бурова»,1,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-30,13,1645,,,404,Самара,Книги,4.5,589,5,ИП «Гришин»,1,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-19,6,72155,,,161,Челябинск,Бытовая техника,5.0,546,3,ГК СНС,0,0
Смартфон Realme GT Neo 5,Realme,2025-03-13,12,28875,,,443,Ростов-на-Дону,Электроника,4.1,592,2,ОАО «Князев Горшкова»,0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-30,18,145695,,,348,Самара,Бытовая техника,4.8,372,5,ЗАО «Тарасов Кудряшов»,1,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-05,17,55005,,,226,Москва,Электроника,4.7,492,5,РАО «Тарасов»,0,0
Куртка Columbia Watertight II,Columbia,2025-03-02,9,11430,,,429,Челябинск,Одежда,4.5,611,7,"ЗАО «Сафонова, Поляков и Фадеева»",1,0
Умные часы Apple Watch Series 9,Apple,2025-03-13,34,41810,,,474,Москва,Электроника,4.5,298,5,ЗАО «Сергеев»,0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-16,9,1289,,,83,Казань,Книги,4.4,251,1,ИП «Смирнов»,1,0
Кроссовки Puma RS-X,Puma,2025-03-21,13,5730,8079,29,125,Новосибирск,Одежда,4.5,511,2,Панова Групп,0,0
Ноутбук Apple MacBook Pro 16,Apple,2025-03-30,13,225970,,,66,Ростов-на-Дону,Электроника,5.0,607,2,ОАО «Беспалова»,1,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-20,11,560,,,183,Уфа,Книги,4.6,452,2,ЗАО «Максимов-Ларионова»,0,0
Платье Mango вечернее,Mango,2025-03-09,30,6705,,,142,Санкт-Петербург,Одежда,4.8,445,7,Пономарев и партнеры,1,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-30,20,70470,,,373,Нижний Новгород,Электроника,4.7,315,5,АвтоГермес,1,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-28,26,47345,,,90,Москва,Бытовая техника,4.6,505,2,ИП «Сазонова»,0,0
Джинсы Wrangler Arizona,Wrangler,2025-03-07,13,7280,,,19,Новосибирск,Одежда,4.6,636,5,"ОАО «Рожков, Шашкова и Лебедев»",0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-01,13,60665,,,207,Екатеринбург,Бытовая техника,5.0,680,3,Фадеева Групп,1,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-28,11,1375,,,21,Самара,Книги,4.7,246,2,ЗАО «Марков-Сорокин»,0,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-29,23,8275,,,304,Санкт-Петербург,Бытовая техника,4.4,318,3,РАО «Игнатов Шашков»,1,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-03,26,51600,,,129,Санкт-Петербург,Бытовая техника,4.9,406,5,"ЗАО «Маслов, Буров и Беляков»",0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-05,16,55370,,,451,Екатеринбург,Бытовая техника,4.7,676,1,Алексеева Инкорпорэйтед,0,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-07,9,116665,,,259,Екатеринбург,Бытовая техника,4.6,532,3,ООО «Большаков»,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-07,15,11559,,,304,Санкт-Петербург,Одежда,4.8,589,7,"РАО «Игнатьев, Сысоева и Федосеев»",0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-26,7,1120,,,404,Екатеринбург,Книги,4.7,478,3,"ЗАО «Бобылев, Воронцова и Семенов»",0,0
Ноутбук Lenovo Legion Pro 7,Lenovo,2025-03-27,11,156939,,,96,Уфа,Электроника,4.8,345,5,"НПО «Захарова, Буров и Самсонов»",0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-25,31,36600,,,304,Москва,Бытовая техника,4.7,536,3,ООО «Соколова Воробьев»,0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-20,17,1045,,,141,Екатеринбург,Книги,4.4,221,3,НПО «Цветков»,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-01,30,920,,,423,Санкт-Петербург,Книги,4.9,725,7,АО «Соловьева-Быкова»,1,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-01,12,49190,53475,8,266,Екатеринбург,Электроника,4.5,645,1,"НПО «Волкова, Никифоров и Исаков»",1,0
Наушники Apple AirPods Pro 2,Apple,2025-03-15,27,26165,,,424,Новосибирск,Электроника,5.0,347,5,АО «Шашкова-Кабанова»,1,0
Кроссовки Nike Air Max 270,Nike,2025-03-24,8,12510,,,272,Уфа,Одежда,4.6,320,2,"ОАО «Рожков, Беляков и Федотова»",0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-04,13,1260,,,280,Екатеринбург,Книги,4.8,251,2,АО «Потапов-Сидоров»,0,0
Платье Zara с принтом,Zara,2025-03-11,7,4419,,,94,Челябинск,Одежда,4.2,485,3,РАО «Шестакова Мамонтов»,0,0
Наушники JBL Tour Pro 2,JBL,2025-03-06,24,20889,,,453,Санкт-Петербург,Электроника,4.5,282,3,"РАО «Филиппова, Сергеева и Константинов»",0,0
Микроволновка Samsung MG30T5018,Samsung,2025-03-23,18,15525,,,181,Екатеринбург,Бытовая техника,4.2,457,3,Вектрум-К,1,0
Футболка Befree оверсайз,Befree,2025-03-14,10,855,,,491,Челябинск,Одежда,4.2,358,3,ООО «Вишнякова Устинов»,0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-12,5,850,,,147,Нижний Новгород,Книги,4.5,538,7,Дикси Групп,0,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-10,8,1560,,,197,Уфа,Книги,4.2,523,1,"ЗАО «Большакова, Якушева и Воронов»",0,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-01,13,450,,,67,Казань,Книги,5.0,443,3,РАО «Петухов»,1,0
